brand,model,year,body_type,engine_size,cylinders,turbo,horsepower,torque_nm,weight,wheelbase_mm,length_mm,width_mm,height_mm,doors,seats,transmission,fuel_type,drivetrain,odometer_km,city_ratio,battery_kwh,emission_std,co2_gpkm,l_per_100km,price,target_mileage
Audi,Q3,2023,sedan,1.55,4,1,208.0,287,1542.0,2564,4384,1791,1455,4,5,cvt,petrol,FWD,64304.0,0.276,0.0,EURO 6d,131.2,5.49,34844,18.23
Volkswagen,Polo,2006,wagon,,6,0,245.0,406,1979.0,2767,4668,1872,1454,5,5,automatic,electric,FWD,279842.0,0.05,54.2,EURO 4,2.2,2.15,18247,46.47
Chevrolet,Equinox,2012,pickup,1.12,3,1,154.0,225,2036.0,2740,4522,1757,1419,4,5,cvt,petrol,FWD,281832.0,0.563,0.0,EURO 5,129.0,5.39,9489,18.55
Nissan,Altima,2014,suv,3.52,8,0,232.0,432,2380.0,2874,4973,1948,1604,5,5,automatic,petrol,RWD,205644.0,0.275,0.0,EURO 5,153.0,6.39,22882,15.64
Hyundai,Ioniq,2023,pickup,2.12,4,0,183.0,322,2229.0,2848,4774,1881,1451,4,5,manual,electric,AWD,49382.0,0.445,65.18,EURO 6d,-0.0,1.99,35317,50.16
Mercedes,C-Class,2016,pickup,1.26,4,1,208.0,312,2020.0,2759,4572,1752,1454,4,5,automatic,hybrid,FWD,83372.0,0.539,1.72,EURO 6,109.5,5.47,24505,18.27
Chevrolet,Cruze,2020,suv,1.18,3,0,104.0,142,1730.0,2570,4328,1796,1638,5,7,automatic,petrol,FWD,95001.0,0.729,0.0,EURO 6,106.6,4.46,21855,22.43
BMW,5 Series,2005,crossover,0.98,3,1,212.0,296,1734.0,2524,4151,1757,1574,5,5,manual,diesel,FWD,97621.0,0.59,0.0,EURO 4,128.3,4.86,19328,20.58
Nissan,Leaf,2021,sedan,1.72,4,0,156.0,253,1408.0,2603,4292,1804,1463,4,5,cvt,petrol,RWD,58512.0,0.508,0.0,EURO 6d,116.5,4.87,23153,20.53
Mercedes,C-Class,2022,coupe,1.76,4,1,238.0,380,1600.0,2618,4355,1744,1445,2,5,automatic,petrol,FWD,47655.0,0.372,0.0,EURO 6d,146.5,6.12,33236,16.33
Hyundai,Ioniq,2008,suv,4.73,8,0,282.0,512,2590.0,2998,5277,1985,1610,5,7,automatic,hybrid,FWD,410050.0,0.448,1.92,EURO 4,111.0,5.55,14659,18.02
Honda,Fit,2010,coupe,1.18,3,1,105.0,163,1631.0,2548,4157,1753,1432,2,5,manual,diesel,AWD,233698.0,0.546,0.0,EURO 5,128.3,4.86,14963,20.58
Ford,F-150,2021,crossover,5.7,12,0,390.0,680,2761.0,3077,5319,2015,1568,5,5,automatic,petrol,RWD,90192.0,0.063,0.0,EURO 6d,329.8,13.79,32157,7.25
Honda,Fit,2020,sedan,1.6,4,1,182.0,297,1461.0,2608,4239,1799,1464,4,5,manual,diesel,AWD,22289.0,0.438,0.0,EURO 6,125.3,4.75,30545,21.06
Volkswagen,Tiguan,2006,sedan,1.83,4,0,175.0,296,1590.0,2640,4407,1787,1454,4,5,automatic,,FWD,376613.0,0.549,0.0,EURO 4,157.3,6.58,12114,15.21
Hyundai,Tucson,2009,sedan,4.94,8,1,365.0,607,2227.0,2967,5137,1950,1453,4,5,automatic,hybrid,FWD,227792.0,0.616,1.98,EURO 4,149.1,7.46,24836,13.41
Nissan,Leaf,2012,suv,3.77,8,0,267.0,420,2426.0,2874,5009,1974,1607,5,7,manual,petrol,FWD,313561.0,0.696,0.0,EURO 5,166.6,6.96,20343,14.36
Volkswagen,Polo,2018,suv,4.5,8,0,324.0,548,2575.0,2959,5251,2008,1616,5,5,manual,petrol,FWD,92286.0,0.768,0.0,EURO 6,212.6,8.89,31429,11.25
Audi,Q5,2024,pickup,2.2,6,1,254.0,375,2268.0,2833,4900,1821,1471,4,5,cvt,diesel,FWD,26823.0,0.086,0.0,EURO 6d,138.5,5.25,33503,19.06
BMW,X5,2020,crossover,3.41,8,0,310.0,487,2218.0,2796,4648,1883,1576,5,5,automatic,petrol,FWD,139964.0,0.071,0.0,EURO 6,213.3,8.92,32043,11.22
Nissan,Sentra,2015,sedan,1.45,4,0,126.0,228,1399.0,2523,4279,1782,1452,4,5,automatic,petrol,FWD,264001.0,0.385,0.0,EURO 6,112.1,4.69,11987,21.34
Toyota,Prius,2008,suv,1.35,4,0,155.0,261,1682.0,2564,4598,1812,1603,5,5,manual,petrol,RWD,278566.0,0.327,0.0,EURO 4,116.9,4.89,11542,20.46
BMW,3 Series,2018,wagon,,12,1,538.0,862,2646.0,2973,5274,2006,1472,5,5,cvt,petrol,FWD,117597.0,0.368,0.0,EURO 6,320.2,13.39,41086,7.47
Chevrolet,Equinox,2022,coupe,,4,0,134.0,226,1344.0,2560,4279,1774,1427,2,5,automatic,diesel,FWD,90826.0,0.138,0.0,EURO 6d,123.4,4.67,22857,21.4
Kia,Sportage,2015,sedan,3.63,8,1,275.0,491,1876.0,2856,4824,1927,1471,4,5,manual,petrol,FWD,0.0,0.525,0.0,EURO 6,152.4,6.37,27339,15.69
Honda,CR-V,2015,pickup,1.68,4,1,184.0,271,2127.0,2805,4710,1770,1452,4,5,manual,hybrid,FWD,137045.0,0.635,2.2,EURO 6,96.6,4.83,23116,20.71
BMW,5 Series,2009,hatchback,0.9,3,1,147.0,207,1438.0,2561,4145,1789,1453,5,5,manual,petrol,AWD,193565.0,0.618,0.0,EURO 4,158.4,6.62,16708,15.1
Honda,Fit,2018,hatchback,1.17,3,0,113.0,184,1300.0,2586,4108,1750,1444,5,5,automatic,petrol,FWD,128505.0,0.506,0.0,EURO 6,122.9,5.14,23938,19.47
Mercedes,C-Class,2005,sedan,1.05,3,1,167.0,265,1348.0,2617,4079,1751,1454,4,5,manual,petrol,FWD,450000.0,0.243,0.0,EURO 4,137.0,5.73,6383,17.47
Audi,A4,2014,suv,2.61,6,0,253.0,409,2160.0,2729,4713,1848,1598,5,5,manual,hybrid,RWD,98806.0,0.219,2.16,EURO 5,113.3,5.67,28210,17.65
Kia,Rio,2020,crossover,1.03,3,1,112.0,148,1604.0,2489,4151,1765,1568,5,5,automatic,petrol,RWD,123201.0,0.463,0.0,EURO 6,112.2,4.69,24857,21.33
Toyota,Prius,2008,pickup,1.76,4,1,174.0,280,2279.0,2796,4711,1769,1442,4,5,automatic,petrol,AWD,450000.0,0.299,0.0,EURO 4,139.6,5.84,13881,17.14
Chevrolet,Silverado,2007,hatchback,3.05,6,0,234.0,417,1805.0,2745,4719,1872,1455,5,5,manual,petrol,FWD,254370.0,0.33,0.0,EURO 4,157.9,6.6,15966,15.14
Toyota,Prius,2013,wagon,1.27,4,1,144.0,228,1733.0,2585,4206,1784,1449,5,5,manual,petrol,FWD,317350.0,0.423,0.0,EURO 5,136.0,5.68,11139,17.59
Honda,Fit,2006,suv,1.64,4,0,143.0,237,1965.0,2601,4503,1853,1640,5,5,automatic,hybrid,RWD,317658.0,0.216,2.24,EURO 4,92.8,4.64,13955,21.55
Toyota,Prius,2008,suv,1.83,4,1,196.0,292,1994.0,2625,4579,1852,1649,5,5,automatic,petrol,FWD,418360.0,0.399,0.0,EURO 4,143.5,6.0,11865,16.66
Toyota,Prius,2022,crossover,2.11,4,0,185.0,323,1786.0,2691,4463,1814,1578,5,5,manual,petrol,FWD,,0.214,0.0,EURO 6d,123.2,5.15,24165,19.42
Hyundai,Ioniq,2015,suv,1.64,4,0,133.0,244,1956.0,2641,4496,1852,1635,5,5,manual,diesel,AWD,302490.0,0.133,0.0,EURO 6,126.4,4.79,14166,20.88
Volkswagen,Polo,2008,crossover,1.68,4,1,167.0,267,1834.0,2600,4415,1765,1577,5,5,manual,diesel,AWD,287630.0,0.144,0.0,EURO 4,141.0,5.34,15936,18.72
Toyota,RAV4,2014,wagon,1.5,4,1,153.0,262,1779.0,2598,4361,1760,1448,5,5,manual,hybrid,FWD,289894.0,0.061,1.47,EURO 5,98.0,4.9,15386,20.41
Hyundai,Sonata,2021,crossover,5.2,12,1,396.0,718,2739.0,3041,5110,1975,1570,5,5,automatic,petrol,FWD,95698.0,0.447,0.0,EURO 6d,373.2,15.6,38106,6.41
Hyundai,Sonata,2012,sedan,2.34,6,0,167.0,282,1920.0,2688,4520,1825,1462,4,5,manual,diesel,AWD,105851.0,0.382,0.0,EURO 5,145.2,5.5,22832,18.19
Nissan,Altima,2006,hatchback,3.28,8,1,236.0,398,1784.0,2765,4782,1886,1405,5,5,automatic,diesel,FWD,29221.0,0.23,0.0,EURO 4,183.1,6.93,21012,14.42
Nissan,Leaf,2023,crossover,3.63,8,0,284.0,493,2456.0,2864,4847,1866,1613,5,5,automatic,petrol,FWD,14548.0,0.085,0.0,EURO 6d,206.9,8.65,32358,11.56
Toyota,Prius,2014,suv,1.36,4,1,146.0,233,1784.0,2628,4428,1820,1621,5,5,manual,diesel,FWD,313589.0,0.536,0.0,EURO 5,131.1,4.97,17184,20.13
Ford,Focus,2015,sedan,2.08,4,0,168.0,282,1452.0,2668,4382,1811,1474,4,5,automatic,petrol,FWD,85262.0,0.334,0.0,EURO 6,129.7,5.42,27053,18.45
Nissan,Rogue,2019,sedan,0.82,3,0,110.0,181,1290.0,2525,4091,1717,1455,4,5,automatic,petrol,RWD,164127.0,0.395,0.0,EURO 6,112.4,4.7,19804,21.28
Honda,Fit,2016,crossover,2.72,6,0,194.0,333,2155.0,2707,4516,1845,1532,5,5,automatic,petrol,FWD,167619.0,0.399,0.0,EURO 6,139.0,5.81,23857,17.21
Kia,Rio,2006,crossover,2.56,6,0,190.0,297,2144.0,2703,4466,1850,1585,5,5,manual,petrol,RWD,305461.0,0.404,0.0,EURO 4,161.0,6.73,12375,14.85
Hyundai,Tucson,2016,hatchback,1.7,4,1,194.0,286,1644.0,2615,4360,1799,1434,5,5,manual,diesel,AWD,138128.0,0.331,0.0,EURO 6,161.3,6.11,26648,16.36
Audi,A4,2024,sedan,1.18,3,1,141.0,231,1275.0,2504,4185,1760,1476,4,5,automatic,electric,RWD,22156.0,0.415,40.33,EURO 6d,-1.1,2.07,36177,48.38
BMW,3 Series,2021,pickup,1.91,4,1,224.0,301,2251.0,2810,4782,1800,1460,4,5,manual,diesel,FWD,101046.0,0.555,0.0,EURO 6d,165.0,6.25,35227,16.0
Volkswagen,Golf,2007,suv,1.4,4,1,136.0,212,1925.0,2576,4436,1814,1564,5,7,automatic,diesel,RWD,252917.0,0.366,0.0,EURO 4,162.0,6.14,6687,16.3
Nissan,Altima,2020,suv,2.58,6,0,183.0,312,2062.0,2727,4671,1928,1627,5,7,automatic,hybrid,FWD,102353.0,0.25,1.66,EURO 6,93.6,4.68,27586,21.37
Toyota,Corolla,2014,sedan,3.53,8,0,240.0,432,1991.0,2766,4713,1899,1500,4,5,automatic,diesel,FWD,311095.0,0.3,0.0,EURO 5,152.9,5.79,20403,17.26
Hyundai,Ioniq,2009,suv,5.14,12,0,318.0,558,2826.0,3022,5359,2031,1667,5,5,automatic,petrol,FWD,279910.0,0.37,0.0,EURO 4,359.2,15.01,24882,6.66
Hyundai,Sonata,2021,crossover,0.8,3,1,67.0,112,1619.0,2508,4081,1746,1559,5,5,cvt,diesel,FWD,94361.0,0.562,0.0,EURO 6d,101.9,3.86,20270,25.92
Ford,Focus,2021,hatchback,3.91,8,0,283.0,470,1867.0,2823,4881,1905,1475,5,5,automatic,petrol,FWD,38352.0,0.407,0.0,EURO 6d,181.6,7.59,32553,13.17
Volkswagen,Passat,2021,hatchback,3.52,8,1,365.0,605,1961.0,2844,4824,1892,1469,5,5,automatic,diesel,AWD,53310.0,0.42,0.0,EURO 6d,223.1,8.45,36178,11.84
Kia,Sportage,2014,sedan,2.73,6,0,186.0,332,1797.0,2735,4568,1838,1412,4,5,manual,petrol,FWD,146041.0,0.562,0.0,EURO 5,112.8,4.72,18403,21.21
Chevrolet,Equinox,2015,sedan,3.29,8,0,256.0,461,1917.0,2826,4651,1859,1436,4,5,automatic,petrol,RWD,292128.0,0.297,0.0,EURO 6,154.9,6.48,26126,15.44
Toyota,RAV4,2022,suv,4.05,8,0,273.0,470,2399.0,2901,5147,1982,1662,5,5,cvt,hybrid,FWD,62597.0,0.437,2.13,EURO 6d,117.7,5.89,32271,16.99
Chevrolet,Malibu,2013,hatchback,2.97,6,0,229.0,409,1598.0,2777,4654,1852,1443,5,5,manual,hybrid,FWD,83119.0,0.47,1.95,EURO 5,109.4,5.47,19469,18.29
Hyundai,Ioniq,2020,hatchback,2.51,6,0,181.0,345,1511.0,2709,4532,1827,1462,5,5,automatic,hybrid,RWD,142398.0,0.379,1.33,EURO 6,82.4,4.12,24290,24.28
Toyota,Prius,2021,hatchback,0.96,3,0,105.0,202,1332.0,2459,4136,1780,1439,5,5,manual,petrol,RWD,73531.0,0.281,0.0,EURO 6d,105.3,4.4,22400,22.73
Hyundai,Tucson,2012,sedan,4.33,8,1,315.0,552,2008.0,2899,4993,1936,1441,4,5,automatic,hybrid,FWD,200335.0,0.691,2.16,EURO 5,113.7,5.68,25677,17.6
Nissan,Rogue,2012,sedan,,12,0,336.0,640,2397.0,3105,5246,2010,1449,4,5,automatic,hybrid,FWD,213692.0,0.637,1.53,EURO 5,131.2,6.56,26864,15.24
Volkswagen,Golf,2022,sedan,1.91,4,0,191.0,287,1602.0,2632,4502,1760,1455,4,5,dct,diesel,FWD,57912.0,0.692,0.0,EURO 6d,120.1,4.55,24216,21.98
Chevrolet,Malibu,2010,crossover,4.6,8,1,405.0,646,2556.0,2971,5000,1948,1571,5,5,cvt,diesel,AWD,371277.0,0.87,0.0,EURO 5,660.0,25.0,28204,4.0
Chevrolet,Silverado,2018,crossover,2.16,4,0,167.0,278,1856.0,2691,4462,1819,1563,5,5,cvt,diesel,RWD,95768.0,0.51,0.0,EURO 6,128.2,4.86,22327,20.59
Ford,F-150,2008,sedan,1.41,4,0,184.0,243,1440.0,2596,4318,1788,1477,4,5,manual,electric,FWD,304070.0,0.177,60.29,EURO 4,1.5,1.95,15942,51.31
Toyota,Prius,2023,crossover,1.55,4,1,148.0,272,1753.0,2593,4346,1747,1582,5,5,automatic,petrol,FWD,23004.0,0.408,0.0,EURO 6d,129.5,5.41,25665,18.47
Volkswagen,Polo,2009,suv,1.05,3,1,139.0,201,1898.0,2541,4325,1780,1605,5,7,cvt,diesel,AWD,367840.0,0.465,0.0,EURO 4,162.0,6.14,15016,16.29
Kia,Niro,2012,coupe,2.53,6,0,218.0,372,1865.0,2691,4474,1794,1436,2,5,automatic,petrol,FWD,204165.0,0.205,0.0,EURO 5,128.5,5.37,17909,18.62
Toyota,Camry,2023,hatchback,2.28,6,0,186.0,318,1570.0,2710,4393,1831,1458,5,5,manual,petrol,FWD,39021.0,0.336,0.0,EURO 6d,108.4,4.53,30227,22.08
Honda,Fit,2019,sedan,1.05,3,1,155.0,235,1330.0,2566,4238,1722,1482,4,5,manual,diesel,FWD,133640.0,0.733,0.0,EURO 6,105.3,3.99,16814,25.08
Volkswagen,Polo,2024,hatchback,3.98,8,0,,496,2255.0,2862,4888,1930,1465,5,5,cvt,petrol,AWD,25570.0,0.352,0.0,EURO 6d,193.5,8.09,35270,12.36
Honda,Accord,2018,sedan,2.31,6,0,192.0,299,1673.0,2667,4453,1820,1484,4,5,automatic,diesel,FWD,95485.0,0.257,0.0,EURO 6,133.3,5.05,27440,19.81
Honda,Civic,2022,crossover,2.36,6,0,194.0,346,2116.0,2731,4403,1835,1602,5,5,automatic,petrol,AWD,60640.0,0.244,0.0,EURO 6d,161.9,6.77,30378,14.78
Hyundai,Ioniq,2013,sedan,0.99,3,1,133.0,204,1499.0,2522,4091,1750,1452,4,5,manual,petrol,AWD,171884.0,0.317,0.0,EURO 5,135.3,5.66,15507,17.68
Kia,Sportage,2016,sedan,2.03,4,0,145.0,258,1609.0,2660,4400,1789,1447,4,5,manual,petrol,FWD,219834.0,0.138,0.0,EURO 6,124.2,5.19,16881,19.25
Ford,F-150,2018,crossover,1.54,4,1,154.0,254,1679.0,2558,4246,1781,1567,5,5,automatic,diesel,FWD,102486.0,0.414,0.0,EURO 6,106.5,4.03,25835,24.79
Toyota,Corolla,2023,crossover,0.93,3,1,129.0,159,1536.0,2517,4202,1740,1605,5,5,automatic,electric,RWD,52340.0,0.085,51.98,EURO 6d,3.8,1.76,33295,56.7
Honda,CR-V,2011,suv,1.34,4,0,149.0,238,2013.0,2584,4377,1842,1657,5,5,manual,petrol,AWD,,0.221,0.0,EURO 5,151.0,6.31,13848,15.84
Honda,CR-V,2016,hatchback,1.71,4,0,158.0,278,1519.0,2564,4389,1747,1462,5,5,manual,diesel,AWD,203497.0,0.36,0.0,EURO 6,136.3,5.16,22214,19.36
BMW,X3,2005,hatchback,4.72,8,1,471.0,730,2218.0,2938,5063,1936,1446,5,5,cvt,diesel,RWD,261400.0,0.257,0.0,EURO 4,345.2,13.07,24643,7.65
Mercedes,E-Class,2013,sedan,3.25,8,1,352.0,546,2019.0,2776,4668,1918,1462,4,5,automatic,petrol,AWD,108818.0,0.503,0.0,EURO 5,278.9,11.66,32005,8.58
Ford,Escape,2020,sedan,1.5,4,1,133.0,217,1533.0,2606,4247,1770,1481,4,5,dct,petrol,FWD,68986.0,0.42,0.0,EURO 6,114.7,4.8,25279,20.85
Nissan,Rogue,2006,suv,5.71,12,0,402.0,733,2986.0,3077,5495,2050,1624,5,7,cvt,petrol,AWD,163451.0,0.157,0.0,EURO 4,238.0,9.95,29981,10.05
Ford,F-150,2012,suv,1.66,4,1,178.0,280,2145.0,2579,4595,1833,1650,5,7,automatic,petrol,AWD,17667.0,0.287,0.0,EURO 5,189.7,7.93,22669,12.61
Kia,Niro,2023,suv,5.44,12,0,300.0,559,2851.0,3067,5394,2031,1644,5,7,automatic,petrol,AWD,33353.0,0.479,0.0,EURO 6d,367.8,15.37,39075,6.5
Hyundai,Elantra,2024,sedan,1.86,4,1,176.0,289,1533.0,2636,4437,1797,1455,4,5,automatic,petrol,FWD,19354.0,0.333,0.0,EURO 6d,126.1,5.27,27827,18.96
Toyota,RAV4,2010,hatchback,2.52,6,1,215.0,383,1617.0,2714,4549,1857,1495,5,5,automatic,petrol,FWD,206619.0,0.787,0.0,EURO 5,164.8,6.89,14911,14.51
Audi,A4,2010,sedan,2.38,6,1,272.0,393,1716.0,2711,4483,1807,1480,4,5,manual,hybrid,FWD,169550.0,0.097,2.27,EURO 5,94.7,4.73,22872,21.13
Toyota,Corolla,2010,hatchback,2.59,6,0,181.0,311,1595.0,2697,4526,1830,1466,5,5,automatic,hybrid,FWD,362839.0,0.473,2.05,EURO 5,88.0,4.4,13644,22.71
Nissan,Rogue,2011,crossover,1.46,4,1,160.0,258,1878.0,2519,4280,1769,1578,5,5,automatic,diesel,FWD,124388.0,0.542,0.0,EURO 5,154.3,5.84,18911,17.11
Honda,Civic,2006,sedan,3.9,8,0,250.0,436,2090.0,2887,4879,1933,1460,4,5,manual,hybrid,FWD,164724.0,0.636,1.27,EURO 4,101.4,5.07,15416,19.72
BMW,X3,2010,sedan,3.98,8,1,409.0,653,,2898,4865,1872,1444,4,5,manual,petrol,FWD,177002.0,0.336,0.0,EURO 5,200.9,8.4,30503,11.9
Nissan,Altima,2024,sedan,1.9,4,1,210.0,327,1405.0,2616,4378,1786,1417,4,5,automatic,petrol,RWD,26793.0,0.325,0.0,EURO 6d,142.2,5.95,34007,16.82
Chevrolet,Equinox,2009,sedan,3.29,8,0,238.0,401,1916.0,2730,4742,1882,1472,4,5,cvt,petrol,FWD,240791.0,0.698,0.0,EURO 4,175.2,7.32,18690,13.65
Nissan,Rogue,2012,wagon,2.02,4,0,168.0,287,1738.0,2657,4386,1822,1456,5,5,manual,petrol,RWD,259102.0,0.332,0.0,EURO 5,129.4,5.41,14040,18.49
Kia,Optima,2010,hatchback,2.77,6,1,234.0,352,1629.0,2752,4684,1838,1469,5,5,automatic,diesel,FWD,83799.0,0.588,0.0,EURO 5,160.0,6.06,19944,16.5
Honda,Fit,2017,sedan,2.02,4,1,200.0,326,1495.0,2613,4409,1780,1470,4,5,automatic,diesel,FWD,205261.0,0.647,0.0,EURO 6,126.6,4.79,23757,20.86
Toyota,Camry,2021,sedan,2.27,6,0,176.0,295,1676.0,2667,4482,1829,1452,4,5,manual,petrol,RWD,19890.0,0.194,0.0,EURO 6d,125.1,5.23,26588,19.12
Hyundai,Sonata,2023,suv,3.8,8,0,243.0,467,2337.0,2847,5194,1955,1613,5,5,automatic,petrol,RWD,50080.0,0.232,0.0,EURO 6d,183.1,7.65,30059,13.06
Ford,F-150,2015,suv,1.3,4,1,163.0,217,1871.0,2586,4497,1786,1630,5,5,manual,diesel,FWD,68314.0,0.518,0.0,EURO 6,143.8,5.45,17874,18.36
Ford,Focus,2022,coupe,2.4,6,1,225.0,348,1871.0,2628,4530,1807,1452,2,5,automatic,petrol,AWD,43595.0,0.712,0.0,EURO 6d,207.3,8.67,32742,11.54
Toyota,RAV4,2022,pickup,4.67,8,0,311.0,575,2976.0,3162,5516,1965,1429,4,5,automatic,petrol,AWD,66772.0,0.126,0.0,EURO 6d,280.7,11.74,39058,8.52
Volkswagen,Polo,2018,sedan,1.87,4,0,181.0,286,1683.0,2633,4370,1794,1384,4,5,automatic,hybrid,AWD,86420.0,0.295,2.05,EURO 6,80.7,4.03,22954,24.79
Mercedes,GLE,2015,hatchback,1.94,4,1,272.0,428,1376.0,2652,4404,1799,1476,5,5,automatic,diesel,RWD,89700.0,0.358,0.0,EURO 6,148.7,5.63,26709,17.75
Mercedes,E-Class,2011,crossover,3.01,6,0,309.0,470,2035.0,2741,4659,1848,1571,5,5,manual,diesel,FWD,181050.0,0.192,0.0,EURO 5,161.6,6.12,25349,16.33
Audi,A3,2017,crossover,3.38,8,0,274.0,442,2240.0,2796,4850,1901,1599,5,5,manual,petrol,FWD,99678.0,0.481,0.0,EURO 6,183.2,7.66,31402,13.06
Honda,Civic,2019,wagon,3.16,6,0,211.0,388,2039.0,2776,4793,1873,1457,5,5,automatic,petrol,FWD,121973.0,0.203,0.0,EURO 6,152.0,6.36,24576,15.73
Volkswagen,Polo,2013,crossover,5.41,12,0,374.0,633,2769.0,3066,5268,2000,1537,5,5,automatic,hybrid,FWD,182510.0,0.55,1.37,EURO 5,282.8,14.14,33146,7.07
Honda,CR-V,2009,sedan,2.47,6,0,202.0,343,1772.0,2701,4512,1796,1465,4,5,automatic,petrol,FWD,148949.0,0.354,0.0,EURO 4,152.2,6.36,14255,15.72
Toyota,RAV4,2012,suv,1.0,3,0,120.0,178,1850.0,2630,4324,1803,1608,5,7,manual,petrol,FWD,237690.0,0.631,0.0,EURO 5,148.0,6.19,10149,16.16
Mercedes,GLC,2005,suv,5.51,12,1,580.0,880,2866.0,3071,5466,2043,1635,5,5,automatic,petrol,FWD,408670.0,0.721,0.0,EURO 4,428.0,17.89,23859,5.59
BMW,5 Series,2022,sedan,3.32,8,0,308.0,485,1768.0,2780,4781,1873,1433,4,5,automatic,petrol,RWD,33116.0,0.363,0.0,EURO 6d,175.3,7.33,35234,13.64
Chevrolet,Silverado,2015,crossover,6.5,12,0,441.0,794,3075.0,3193,5486,2050,1589,5,5,automatic,hybrid,AWD,243652.0,0.688,1.73,EURO 6,405.9,20.3,36412,4.93
Volkswagen,Tiguan,2017,suv,3.71,8,0,273.0,466,2356.0,2893,5067,1969,1628,5,5,automatic,hybrid,FWD,203821.0,0.58,1.97,EURO 6,115.7,5.78,24254,17.29
Volkswagen,Passat,2016,crossover,2.08,4,1,203.0,332,1825.0,2659,4384,1777,1563,5,5,dct,hybrid,RWD,71523.0,0.643,1.86,EURO 6,103.9,5.2,26137,19.24
Audi,A3,2012,suv,1.98,4,1,285.0,425,1747.0,2601,4614,1847,1606,5,7,cvt,electric,FWD,198702.0,0.723,107.69,EURO 5,-0.0,2.0,34326,49.91
Hyundai,Tucson,2007,sedan,3.52,8,0,266.0,491,2075.0,2848,4790,1887,1439,4,5,automatic,petrol,FWD,284309.0,0.485,0.0,EURO 4,192.7,8.06,16441,12.41
Nissan,Rogue,2021,hatchback,1.19,3,1,136.0,218,1269.0,2535,4162,1706,1465,5,5,automatic,petrol,FWD,83542.0,0.869,0.0,EURO 6d,116.4,4.87,23381,20.55
Mercedes,GLE,2012,hatchback,2.2,6,1,265.0,439,1675.0,2682,4449,1800,1444,5,5,automatic,hybrid,FWD,173191.0,0.117,1.77,EURO 5,96.7,4.83,19420,20.69
Volkswagen,Tiguan,2008,pickup,6.5,12,0,485.0,837,3200.0,3200,5600,2033,1426,4,5,manual,diesel,FWD,245104.0,0.649,0.0,EURO 4,416.3,15.77,28191,6.34
Honda,Accord,2021,hatchback,2.08,4,0,188.0,268,1547.0,2659,4471,1808,1426,5,5,automatic,petrol,AWD,44424.0,0.608,0.0,EURO 6d,154.8,6.47,27425,15.45
Toyota,RAV4,2010,sedan,2.07,4,0,179.0,297,1556.0,2649,4409,1809,1453,4,5,cvt,hybrid,FWD,112688.0,0.117,1.47,EURO 5,77.2,3.86,16044,25.91
Chevrolet,Equinox,2007,hatchback,1.63,4,1,171.0,261,1531.0,2559,4278,1815,1439,5,5,manual,petrol,FWD,450000.0,0.247,0.0,EURO 4,141.4,5.91,6444,16.92
Chevrolet,Equinox,2022,coupe,2.83,6,1,301.0,453,1948.0,2715,4700,1873,1459,2,5,manual,petrol,FWD,52589.0,0.494,0.0,EURO 6d,169.5,7.09,28601,14.11
Volkswagen,Passat,2020,hatchback,1.26,4,0,133.0,212,1246.0,2522,4221,1773,1440,5,5,cvt,petrol,RWD,97524.0,0.184,0.0,EURO 6,102.1,4.27,19062,23.42
Chevrolet,Malibu,2009,hatchback,1.62,4,1,193.0,251,1536.0,2577,4315,1765,1457,5,5,dct,diesel,RWD,249865.0,0.416,0.0,EURO 4,116.8,4.43,10737,22.59
Ford,Fusion,2005,sedan,1.84,4,1,180.0,302,1709.0,2641,4349,1780,1464,4,5,dct,petrol,AWD,341523.0,0.455,0.0,EURO 4,171.5,7.17,15155,13.95
Mercedes,E-Class,2010,suv,3.45,8,0,322.0,519,2256.0,2871,4976,1947,1606,5,5,manual,diesel,FWD,117294.0,0.595,0.0,EURO 5,214.5,8.13,28249,12.31
Toyota,RAV4,2024,suv,1.35,4,1,123.0,160,1866.0,2535,4471,1798,1631,5,5,manual,petrol,RWD,22979.0,0.405,0.0,EURO 6d,127.6,5.33,28223,18.75
Toyota,Prius,2022,wagon,3.11,6,0,232.0,415,2142.0,2730,4656,1903,1454,5,5,manual,petrol,FWD,73962.0,0.497,0.0,EURO 6d,164.6,6.88,28308,14.53
Ford,Escape,2024,crossover,1.15,3,0,135.0,176,1574.0,2548,4239,1698,1576,5,5,automatic,diesel,FWD,14710.0,0.304,0.0,EURO 6d,121.6,4.61,25609,21.7
Honda,Fit,2024,hatchback,2.62,6,0,185.0,329,1633.0,2698,4591,1801,1466,5,5,manual,hybrid,FWD,29292.0,0.46,1.72,EURO 6d,82.3,4.12,34300,24.29
Kia,Niro,2011,crossover,2.84,6,0,192.0,281,2090.0,2774,4674,1812,1572,5,5,automatic,petrol,RWD,154479.0,0.058,0.0,EURO 5,179.6,7.51,18946,13.31
Honda,Civic,2007,crossover,0.99,3,1,112.0,169,1760.0,2481,4122,1709,1539,5,5,automatic,petrol,AWD,344578.0,0.155,0.0,EURO 4,137.6,5.75,11007,17.38
Mercedes,GLE,2009,sedan,6.03,12,1,650.0,1000,2626.0,3162,5450,2050,1429,4,5,automatic,petrol,AWD,341492.0,0.154,0.0,EURO 4,598.0,25.0,37666,4.0
Hyundai,Elantra,2024,suv,1.43,4,1,121.0,198,1965.0,2563,4316,1799,1613,5,5,automatic,hybrid,FWD,24047.0,0.12,1.47,EURO 6d,106.8,5.34,25669,18.73
